monthyear,month,year,county,amount,sales_type
201508,8,2015,ARAPAHOE,1782767,medical
201508,8,2015,ARAPAHOE,5068738,retail
201508,8,2015,BOULDER,2854869,medical
201508,8,2015,BOULDER,5076823,retail
201508,8,2015,CHAFFEE,529711,retail
201508,8,2015,CLEAR CREEK,99241,medical
201508,8,2015,CLEAR CREEK,549270,retail
201508,8,2015,DENVER,18920270,medical
201508,8,2015,DENVER,20586503,retail
201508,8,2015,EAGLE,321194,medical
201508,8,2015,EAGLE,755726,retail
201508,8,2015,EL PASO,8703525,medical
201508,8,2015,FREMONT,247910,medical
201508,8,2015,GARFIELD,623488,medical
201508,8,2015,GARFIELD,919088,retail
201508,8,2015,GILPIN,33160,medical
201508,8,2015,GILPIN,209981,retail
201508,8,2015,GRAND,234153,retail
201508,8,2015,GUNNISON,454015,retail
201508,8,2015,JEFFERSON,2119709,medical
201508,8,2015,JEFFERSON,3008160,retail
201508,8,2015,LA PLATA,468119,medical
201508,8,2015,LA PLATA,1517581,retail
201508,8,2015,LARIMER,1506663,medical
201508,8,2015,LARIMER,2921981,retail
201508,8,2015,LAS ANIMAS,1043528,retail
201508,8,2015,MONTEZUMA,141894,medical
201508,8,2015,MONTEZUMA,602753,retail
201508,8,2015,PARK,220562,retail
201508,8,2015,PITKIN,100615,medical
201508,8,2015,PITKIN,815391,retail
201508,8,2015,PUEBLO,879622,medical
201508,8,2015,PUEBLO,1894167,retail
201508,8,2015,ROUTT,197957,medical
201508,8,2015,ROUTT,649959,retail
201508,8,2015,SAN MIGUEL,48630,medical
201508,8,2015,SAN MIGUEL,367696,retail
201508,8,2015,SUMMIT,237146,medical
201508,8,2015,SUMMIT,1325273,retail
201508,8,2015,WELD,429172,medical
201508,8,2015,WELD,1964176,retail
201509,9,2015,ADAMS,456102,medical
201509,9,2015,ADAMS,2066128,retail
201509,9,2015,ARAPAHOE,1821831,medical
201509,9,2015,ARAPAHOE,5321883,retail
201509,9,2015,BOULDER,2808636,medical
201509,9,2015,BOULDER,4564394,retail
201509,9,2015,CHAFFEE,391518,retail
201509,9,2015,CLEAR CREEK,98054,medical
201509,9,2015,CLEAR CREEK,490483,retail
201509,9,2015,DENVER,18017794,medical
201509,9,2015,DENVER,19062651,retail
201509,9,2015,EAGLE,306549,medical
201509,9,2015,EAGLE,632711,retail
201509,9,2015,EL PASO,8632187,medical
201509,9,2015,FREMONT,262093,medical
201509,9,2015,GARFIELD,558081,medical
201509,9,2015,GARFIELD,888159,retail
201509,9,2015,GILPIN,31881,medical
201509,9,2015,GILPIN,206010,retail
201509,9,2015,GRAND,182101,retail
201509,9,2015,GUNNISON,333527,retail
201509,9,2015,JEFFERSON,2096374,medical
201509,9,2015,JEFFERSON,2859786,retail
201509,9,2015,LA PLATA,489476,medical
201509,9,2015,LA PLATA,1596319,retail
201509,9,2015,LARIMER,1546038,medical
201509,9,2015,LARIMER,2735329,retail
201509,9,2015,LAS ANIMAS,1018744,retail
201509,9,2015,MONTEZUMA,122425,medical
201509,9,2015,MONTEZUMA,605971,retail
201509,9,2015,OURAY,342064,retail
201509,9,2015,PARK,185916,retail
201509,9,2015,PITKIN,90803,medical
201509,9,2015,PITKIN,627987,retail
201509,9,2015,PUEBLO,1004209,medical
201509,9,2015,PUEBLO,1721621,retail
201509,9,2015,ROUTT,216833,medical
201509,9,2015,ROUTT,576410,retail
201509,9,2015,SAN MIGUEL,53511,medical
201509,9,2015,SAN MIGUEL,330093,retail
201509,9,2015,SUMMIT,235065,medical
201509,9,2015,SUMMIT,1024344,retail
201509,9,2015,WELD,447995,medical
201509,9,2015,WELD,1804494,retail
201510,10,2015,ADAMS,435580,medical
201510,10,2015,ADAMS,2446592,retail
201510,10,2015,ARAPAHOE,1743830,medical
201510,10,2015,ARAPAHOE,5728782,retail
201510,10,2015,BOULDER,2816381,medical
201510,10,2015,BOULDER,4777912,retail
201510,10,2015,CHAFFEE,325900,retail
201510,10,2015,CLEAR CREEK,87040,medical
201510,10,2015,CLEAR CREEK,419695,retail
201510,10,2015,DENVER,16398610,medical
201510,10,2015,DENVER,19085375,retail
201510,10,2015,EAGLE,294270,medical
201510,10,2015,EAGLE,590827,retail
201510,10,2015,EL PASO,8065363,medical
201510,10,2015,FREMONT,178145,medical
201510,10,2015,GARFIELD,404126,medical
201510,10,2015,GARFIELD,872142,retail
201510,10,2015,GILPIN,185948,retail
201510,10,2015,GRAND,166746,retail
201510,10,2015,JEFFERSON,1881358,medical
201510,10,2015,JEFFERSON,3091341,retail
201510,10,2015,LA PLATA,404921,medical
201510,10,2015,LA PLATA,1541740,retail
201510,10,2015,LARIMER,1452878,medical
201510,10,2015,LARIMER,2885257,retail
201510,10,2015,LAS ANIMAS,1035512,retail
201510,10,2015,MONTEZUMA,106843,medical
201510,10,2015,MONTEZUMA,627049,retail
201510,10,2015,PARK,201525,retail
201510,10,2015,PITKIN,80160,medical
201510,10,2015,PITKIN,443764,retail
201510,10,2015,PUEBLO,863610,medical
201510,10,2015,PUEBLO,1710792,retail
201510,10,2015,ROUTT,201592,medical
201510,10,2015,ROUTT,563187,retail
201510,10,2015,SAN MIGUEL,50875,medical
201510,10,2015,SAN MIGUEL,195014,retail
201510,10,2015,SUMMIT,215459,medical
201510,10,2015,SUMMIT,968236,retail
201510,10,2015,WELD,418307,medical
201510,10,2015,WELD,1908470,retail
201511,11,2015,ADAMS,411536,medical
201511,11,2015,ADAMS,2426969,retail
201511,11,2015,ARAPAHOE,1474373,medical
201511,11,2015,ARAPAHOE,5485411,retail
201511,11,2015,BOULDER,2441291,medical
201511,11,2015,BOULDER,4312311,retail
201511,11,2015,CHAFFEE,257406,retail
201511,11,2015,CLEAR CREEK,65544,medical
201511,11,2015,CLEAR CREEK,382303,retail
201511,11,2015,DENVER,13509435,medical
201511,11,2015,DENVER,17834233,retail
201511,11,2015,EAGLE,239175,medical
201511,11,2015,EAGLE,608573,retail
201511,11,2015,EL PASO,6629977,medical
201511,11,2015,FREMONT,146376,medical
201511,11,2015,GARFIELD,276743,medical
201511,11,2015,GARFIELD,706287,retail
201511,11,2015,GILPIN,165186,retail
201511,11,2015,GRAND,149468,retail
201511,11,2015,GUNNISON,250041,retail
201511,11,2015,JEFFERSON,1654954,medical
201511,11,2015,JEFFERSON,2816172,retail
201511,11,2015,LA PLATA,332966,medical
201511,11,2015,LA PLATA,1192549,retail
201511,11,2015,LARIMER,1263937,medical
201511,11,2015,LARIMER,2561270,retail
201511,11,2015,LAS ANIMAS,850923,retail
201511,11,2015,MONTEZUMA,93505,medical
201511,11,2015,MONTEZUMA,528833,retail
201511,11,2015,PARK,168909,retail
201511,11,2015,PITKIN,78898,medical
201511,11,2015,PITKIN,348178,retail
201511,11,2015,PUEBLO,776637,medical
201511,11,2015,PUEBLO,1447179,retail
201511,11,2015,ROUTT,182755,medical
201511,11,2015,ROUTT,437492,retail
201511,11,2015,SAN MIGUEL,39568,medical
201511,11,2015,SAN MIGUEL,121095,retail
201511,11,2015,SUMMIT,214387,medical
201511,11,2015,SUMMIT,1022796,retail
201511,11,2015,WELD,361925,medical
201511,11,2015,WELD,1688077,retail
201512,12,2015,ADAMS,441833,medical
201512,12,2015,ADAMS,2706310,retail
201512,12,2015,ARAPAHOE,1606205,medical
201512,12,2015,ARAPAHOE,6055214,retail
201512,12,2015,BOULDER,2807281,medical
201512,12,2015,BOULDER,4621551,retail
201512,12,2015,CLEAR CREEK,81631,medical
201512,12,2015,CLEAR CREEK,492005,retail
201512,12,2015,DENVER,16255498,medical
201512,12,2015,DENVER,19339032,retail
201512,12,2015,EAGLE,273264,medical
201512,12,2015,EAGLE,948426,retail
201512,12,2015,EL PASO,7639235,medical
201512,12,2015,FREMONT,160693,medical
201512,12,2015,GARFIELD,318985,medical
201512,12,2015,GARFIELD,801776,retail
201512,12,2015,GILPIN,145319,retail
201512,12,2015,GRAND,274910,retail
201512,12,2015,GUNNISON,365817,retail
201512,12,2015,JEFFERSON,1745285,medical
201512,12,2015,JEFFERSON,3153194,retail
201512,12,2015,LA PLATA,370071,medical
201512,12,2015,LA PLATA,1460381,retail
201512,12,2015,LARIMER,1374506,medical
201512,12,2015,LARIMER,2818206,retail
201512,12,2015,LAS ANIMAS,921083,retail
201512,12,2015,MONTEZUMA,89934,medical
201512,12,2015,MONTEZUMA,559469,retail
201512,12,2015,PARK,188927,retail
201512,12,2015,PITKIN,83107,medical
201512,12,2015,PITKIN,895847,retail
201512,12,2015,PUEBLO,1251262,medical
201512,12,2015,PUEBLO,1530280,retail
201512,12,2015,ROUTT,203563,medical
201512,12,2015,ROUTT,655561,retail
201512,12,2015,SAN MIGUEL,45244,medical
201512,12,2015,SAN MIGUEL,275068,retail
201512,12,2015,SUMMIT,234110,medical
201512,12,2015,SUMMIT,1750307,retail
201512,12,2015,WELD,384896,medical
201512,12,2015,WELD,1849039,retail
201601,1,2016,ADAMS,363668,medical
201601,1,2016,ADAMS,2544485,retail
201601,1,2016,ARAPAHOE,1547734,medical
201601,1,2016,ARAPAHOE,5949573,retail
201601,1,2016,BOULDER,2565967,medical
201601,1,2016,BOULDER,4499880,retail
201601,1,2016,CHAFFEE,268240,retail
201601,1,2016,CLEAR CREEK,103212,medical
201601,1,2016,CLEAR CREEK,550192,retail
201601,1,2016,DENVER,14692917,medical
201601,1,2016,DENVER,18969263,retail
201601,1,2016,EAGLE,258266,medical
201601,1,2016,EAGLE,1214652,retail
201601,1,2016,EL PASO,7124874,medical
201601,1,2016,FREMONT,160049,medical
201601,1,2016,GARFIELD,342951,medical
201601,1,2016,GARFIELD,821090,retail
201601,1,2016,GILPIN,136475,retail
201601,1,2016,GRAND,287813,retail
201601,1,2016,GUNNISON,400086,retail
201601,1,2016,JEFFERSON,1624527,medical
201601,1,2016,JEFFERSON,3020022,retail
201601,1,2016,LA PLATA,364582,medical
201601,1,2016,LA PLATA,1396817,retail
201601,1,2016,LARIMER,1310553,medical
201601,1,2016,LARIMER,2708125,retail
201601,1,2016,LAS ANIMAS,922872,retail
201601,1,2016,MONTEZUMA,79330,medical
201601,1,2016,MONTEZUMA,532773,retail
201601,1,2016,PARK,187006,retail
201601,1,2016,PITKIN,93239,medical
201601,1,2016,PITKIN,1008558,retail
201601,1,2016,PUEBLO,822153,medical
201601,1,2016,PUEBLO,1466234,retail
201601,1,2016,ROUTT,203373,medical
201601,1,2016,ROUTT,792416,retail
201601,1,2016,SAN MIGUEL,385569,retail
201601,1,2016,SUMMIT,228510,medical
201601,1,2016,SUMMIT,2338782,retail
201601,1,2016,WELD,356636,medical
201601,1,2016,WELD,1793538,retail
201602,2,2016,ADAMS,331503,medical
201602,2,2016,ADAMS,2597102,retail
201602,2,2016,ARAPAHOE,1502406,medical
201602,2,2016,ARAPAHOE,6229934,retail
201602,2,2016,BOULDER,2517617,medical
201602,2,2016,BOULDER,4477304,retail
201602,2,2016,CHAFFEE,281840,retail
201602,2,2016,CLEAR CREEK,89373,medical
201602,2,2016,CLEAR CREEK,535811,retail
201602,2,2016,CONEJOS,163449,retail
201602,2,2016,COSTILLA,153417,retail
201602,2,2016,DENVER,15302180,medical
201602,2,2016,DENVER,19129746,retail
201602,2,2016,EAGLE,234659,medical
201602,2,2016,EAGLE,1176777,retail
201602,2,2016,EL PASO,7548713,medical
201602,2,2016,GARFIELD,386348,medical
201602,2,2016,GARFIELD,860185,retail
201602,2,2016,GILPIN,172887,retail
201602,2,2016,GRAND,279018,retail
201602,2,2016,GUNNISON,413264,retail
201602,2,2016,JEFFERSON,1589401,medical
201602,2,2016,JEFFERSON,2970642,retail
201602,2,2016,LA PLATA,360382,medical
201602,2,2016,LA PLATA,1484507,retail
201602,2,2016,LARIMER,1341468,medical
201602,2,2016,LARIMER,2878307,retail
201602,2,2016,LAS ANIMAS,1012648,retail
201602,2,2016,MONTEZUMA,102860,medical
201602,2,2016,MONTEZUMA,600808,retail
201602,2,2016,PARK,176302,retail
201602,2,2016,PITKIN,95627,medical
201602,2,2016,PITKIN,964350,retail
201602,2,2016,PUEBLO,980275,medical
201602,2,2016,PUEBLO,1686427,retail
201602,2,2016,ROUTT,193928,medical
201602,2,2016,ROUTT,772020,retail
201602,2,2016,SAN MIGUEL,46544,medical
201602,2,2016,SAN MIGUEL,339892,retail
201602,2,2016,SUMMIT,212147,medical
201602,2,2016,SUMMIT,2116576,retail
201602,2,2016,WELD,395983,medical
201602,2,2016,WELD,1866786,retail
201603,3,2016,ADAMS,347344,medical
201603,3,2016,ADAMS,2909379,retail
201603,3,2016,ARAPAHOE,1601551,medical
201603,3,2016,ARAPAHOE,7112616,retail
201603,3,2016,BOULDER,2718254,medical
201603,3,2016,BOULDER,5138199,retail
201603,3,2016,CHAFFEE,350973,retail
201603,3,2016,CLEAR CREEK,87829,medical
201603,3,2016,CLEAR CREEK,561094,retail
201603,3,2016,CONEJOS,211950,retail
201603,3,2016,COSTILLA,195952,retail
201603,3,2016,DENVER,17353519,medical
201603,3,2016,DENVER,21459311,retail
201603,3,2016,EAGLE,264913,medical
201603,3,2016,EAGLE,1283537,retail
201603,3,2016,EL PASO,8537583,medical
201603,3,2016,FREMONT,207942,medical
201603,3,2016,GARFIELD,425553,medical
201603,3,2016,GARFIELD,1095523,retail
201603,3,2016,GILPIN,188204,retail
201603,3,2016,GRAND,360353,retail
201603,3,2016,GUNNISON,490823,retail
201603,3,2016,JEFFERSON,1715396,medical
201603,3,2016,JEFFERSON,3327498,retail
201603,3,2016,LA PLATA,404686,medical
201603,3,2016,LA PLATA,1679875,retail
201603,3,2016,LARIMER,1401215,medical
201603,3,2016,LARIMER,3197373,retail
201603,3,2016,LAS ANIMAS,1284687,retail
201603,3,2016,MONTEZUMA,102939,medical
201603,3,2016,MONTEZUMA,728890,retail
201603,3,2016,PARK,229022,retail
201603,3,2016,PITKIN,103033,medical
201603,3,2016,PITKIN,1082334,retail
201603,3,2016,PUEBLO,1240646,medical
201603,3,2016,PUEBLO,2074591,retail
201603,3,2016,ROUTT,220567,medical
201603,3,2016,ROUTT,759132,retail
201603,3,2016,SUMMIT,2395692,retail
201603,3,2016,WELD,2034731,retail
201604,4,2016,ADAMS,387146,medical
201604,4,2016,ADAMS,3187313,retail
201604,4,2016,ARAPAHOE,1682301,medical
201604,4,2016,ARAPAHOE,7531661,retail
201604,4,2016,BOULDER,2706731,medical
201604,4,2016,BOULDER,5082136,retail
201604,4,2016,CHAFFEE,300638,retail
201604,4,2016,CLEAR CREEK,80570,medical
201604,4,2016,CLEAR CREEK,423714,retail
201604,4,2016,CONEJOS,221411,retail
201604,4,2016,COSTILLA,184198,retail
201604,4,2016,DENVER,17690729,medical
201604,4,2016,DENVER,22606396,retail
201604,4,2016,EAGLE,231691,medical
201604,4,2016,EAGLE,820436,retail
201604,4,2016,EL PASO,8357949,medical
201604,4,2016,FREMONT,217581,medical
201604,4,2016,GARFIELD,468925,medical
201604,4,2016,GARFIELD,1153014,retail
201604,4,2016,GILPIN,190800,retail
201604,4,2016,GRAND,233601,retail
201604,4,2016,GUNNISON,325678,retail
201604,4,2016,JEFFERSON,1727954,medical
201604,4,2016,JEFFERSON,3572554,retail
201604,4,2016,LA PLATA,410448,medical
201604,4,2016,LA PLATA,1598561,retail
201604,4,2016,LARIMER,1388304,medical
201604,4,2016,LARIMER,3233416,retail
201604,4,2016,LAS ANIMAS,1258520,retail
201604,4,2016,MONTEZUMA,114171,medical
201604,4,2016,MONTEZUMA,727306,retail
201604,4,2016,PARK,199423,retail
201604,4,2016,PITKIN,88482,medical
201604,4,2016,PITKIN,501414,retail
201604,4,2016,PUEBLO,1248985,medical
201604,4,2016,PUEBLO,2069169,retail
201604,4,2016,ROUTT,188783,medical
201604,4,2016,ROUTT,550366,retail
201604,4,2016,SAN MIGUEL,44771,medical
201604,4,2016,SAN MIGUEL,138111,retail
201604,4,2016,SUMMIT,201583,medical
201604,4,2016,SUMMIT,1391044,retail
201604,4,2016,WELD,425780,medical
201604,4,2016,WELD,2029498,retail
201605,5,2016,ADAMS,391906,medical
201605,5,2016,ADAMS,3360096,retail
201605,5,2016,ARAPAHOE,1511924,medical
201605,5,2016,ARAPAHOE,7426175,retail
201605,5,2016,BOULDER,2436555,medical
201605,5,2016,BOULDER,5315292,retail
201605,5,2016,CHAFFEE,333276,retail
201605,5,2016,CLEAR CREEK,83258,medical
201605,5,2016,CLEAR CREEK,452848,retail
201605,5,2016,CONEJOS,257716,retail
201605,5,2016,COSTILLA,223862,retail
201605,5,2016,DENVER,17833330,medical
201605,5,2016,DENVER,21615189,retail
201605,5,2016,EAGLE,194685,medical
201605,5,2016,EAGLE,650881,retail
201605,5,2016,EL PASO,8343490,medical
201605,5,2016,FREMONT,207499,medical
201605,5,2016,GARFIELD,526740,medical
201605,5,2016,GARFIELD,1210134,retail
201605,5,2016,GILPIN,225826,retail
201605,5,2016,GRAND,189787,retail
201605,5,2016,GUNNISON,344705,retail
201605,5,2016,JEFFERSON,1679965,medical
201605,5,2016,JEFFERSON,3572041,retail
201605,5,2016,LA PLATA,400259,medical
201605,5,2016,LA PLATA,1740113,retail
201605,5,2016,LAKE,147684,retail
201605,5,2016,LARIMER,1292029,medical
201605,5,2016,LARIMER,3465166,retail
201605,5,2016,LAS ANIMAS,1456567,retail
201605,5,2016,MONTEZUMA,100642,medical
201605,5,2016,MONTEZUMA,842550,retail
201605,5,2016,MORGAN,543167,retail
201605,5,2016,OURAY,325887,retail
201605,5,2016,PARK,237775,retail
201605,5,2016,PITKIN,80601,medical
201605,5,2016,PITKIN,392581,retail
201605,5,2016,PUEBLO,1262557,medical
201605,5,2016,PUEBLO,2184317,retail
201605,5,2016,ROUTT,514632,retail
201605,5,2016,SAN MIGUEL,37042,medical
201605,5,2016,SAN MIGUEL,157740,retail
201605,5,2016,SUMMIT,161710,medical
201605,5,2016,SUMMIT,991298,retail
201605,5,2016,WELD,360773,medical
201605,5,2016,WELD,2043048,retail
201606,6,2016,ADAMS,379841,medical
201606,6,2016,ADAMS,3434567,retail
201606,6,2016,ARAPAHOE,1485581,medical
201606,6,2016,ARAPAHOE,7565406,retail
201606,6,2016,BOULDER,2271053,medical
201606,6,2016,BOULDER,5541278,retail
201606,6,2016,CHAFFEE,455848,retail
201606,6,2016,CLEAR CREEK,68418,medical
201606,6,2016,CLEAR CREEK,553669,retail
201606,6,2016,CONEJOS,332403,retail
201606,6,2016,COSTILLA,265269,retail
201606,6,2016,DENVER,18632737,medical
201606,6,2016,DENVER,21841675,retail
201606,6,2016,EAGLE,211161,medical
201606,6,2016,EAGLE,842569,retail
201606,6,2016,EL PASO,8443101,medical
201606,6,2016,FREMONT,212028,medical
201606,6,2016,GARFIELD,426581,medical
201606,6,2016,GARFIELD,1333408,retail
201606,6,2016,GILPIN,243952,retail
201606,6,2016,GRAND,261059,retail
201606,6,2016,GUNNISON,479935,retail
201606,6,2016,JEFFERSON,1538630,medical
201606,6,2016,JEFFERSON,3753947,retail
201606,6,2016,LA PLATA,441148,medical
201606,6,2016,LA PLATA,1939519,retail
201606,6,2016,LAKE,206574,retail
201606,6,2016,LARIMER,1222737,medical
201606,6,2016,LARIMER,3648840,retail
201606,6,2016,LAS ANIMAS,1622815,retail
201606,6,2016,MONTEZUMA,96553,medical
201606,6,2016,MONTEZUMA,914168,retail
201606,6,2016,MORGAN,549251,retail
201606,6,2016,PARK,299449,retail
201606,6,2016,PITKIN,94197,medical
201606,6,2016,PITKIN,673427,retail
201606,6,2016,PUEBLO,1386239,medical
201606,6,2016,PUEBLO,2365115,retail
201606,6,2016,ROUTT,140614,medical
201606,6,2016,ROUTT,649366,retail
201606,6,2016,SAN MIGUEL,43855,medical
201606,6,2016,SAN MIGUEL,329083,retail
201606,6,2016,SUMMIT,153626,medical
201606,6,2016,SUMMIT,1253529,retail
201606,6,2016,WELD,301573,medical
201606,6,2016,WELD,2024804,retail
201607,7,2016,ADAMS,407856,medical
201607,7,2016,ADAMS,4154813,retail
201607,7,2016,ARAPAHOE,1544755,medical
201607,7,2016,ARAPAHOE,8738376,retail
201607,7,2016,BOULDER,2288359,medical
201607,7,2016,BOULDER,6365624,retail
201607,7,2016,CLEAR CREEK,69153,medical
201607,7,2016,CLEAR CREEK,672704,retail
201607,7,2016,CONEJOS,436196,retail
201607,7,2016,COSTILLA,383906,retail
201607,7,2016,DENVER,19516909,medical
201607,7,2016,DENVER,25938973,retail
201607,7,2016,EAGLE,203569,medical
201607,7,2016,EAGLE,1111856,retail
201607,7,2016,EL PASO,9016410,medical
201607,7,2016,FREMONT,229800,medical
201607,7,2016,GARFIELD,443929,medical
201607,7,2016,GARFIELD,1628885,retail
201607,7,2016,GILPIN,267260,retail
201607,7,2016,GRAND,381080,retail
201607,7,2016,GUNNISON,459794,retail
201607,7,2016,JEFFERSON,1706015,medical
201607,7,2016,JEFFERSON,4318330,retail
201607,7,2016,LA PLATA,429948,medical
201607,7,2016,LA PLATA,2306604,retail
201607,7,2016,LAKE,274691,retail
201607,7,2016,LARIMER,1355537,medical
201607,7,2016,LARIMER,4181160,retail
201607,7,2016,LAS ANIMAS,2179979,retail
201607,7,2016,MONTEZUMA,104162,medical
201607,7,2016,MONTEZUMA,1187679,retail
201607,7,2016,MORGAN,634140,retail
201607,7,2016,OURAY,505470,retail
201607,7,2016,PARK,381198,retail
201607,7,2016,PITKIN,97253,medical
201607,7,2016,PITKIN,1062245,retail
201607,7,2016,PUEBLO,1351605,medical
201607,7,2016,PUEBLO,2995085,retail
201607,7,2016,ROUTT,157223,medical
201607,7,2016,ROUTT,882414,retail
201607,7,2016,SAN MIGUEL,43759,medical
201607,7,2016,SAN MIGUEL,446217,retail
201607,7,2016,SUMMIT,170367,medical
201607,7,2016,SUMMIT,1760408,retail
201607,7,2016,WELD,335697,medical
201607,7,2016,WELD,2381224,retail
201608,8,2016,ADAMS,405729,medical
201608,8,2016,ADAMS,4444010,retail
201608,8,2016,ARAPAHOE,1587942,medical
201608,8,2016,ARAPAHOE,9084765,retail
201608,8,2016,BOULDER,2346058,medical
201608,8,2016,BOULDER,6420613,retail
201608,8,2016,CLEAR CREEK,90213,medical
201608,8,2016,CLEAR CREEK,660536,retail
201608,8,2016,CONEJOS,424132,retail
201608,8,2016,COSTILLA,369689,retail
